Afri Amer perc,Afri Amer pop,Asian perc,Asian pop,Female perc,Females,Log(Afri Amer perc+1),Log(Asian perc+1),Log(Pacific Isl perc+1),Log(Rpl1),Log(pop dens),Males,Males perc,Neighborhoods,Other pop,Pacific Isl perc,Pacific Isl pop,Pred Formula Risk Score Tentative 2,Pred Formula Risk Score Tentative,r0,r1,Log[r1+1],Risk Score Tentative,Rpl1,Rpl2,Rpl3,Rpl4,Rpl Overall,Sum of Area Sqmi,Tot pop,Two or more pop,White perc,White pop,Ln(Visitors),Ln(Visits),Pop Dens,Raw Visitor,Raw Visits,r1-r0,Log[r1-r0],Risk Score Tentative Prediction Formula
0.003802188,155,0.002428494,99,0.512657607,20899,0.003794978,0.00242555,0.000171697,-1.162691754,9.698853891,18909,0.463842418,Green Meadows,14555,0.000171712,7,9.577419182,10.55429877,437.11,874.22,6.7744752833,,0.312643488,3.4387875,2.3703625,1.8203375,2.7737625,2.501147905,40766,468,0.311754894,12709,10.46905701,11.20242502,16298.91616,35209,73308,437.11,6.0824700204,9.8149131146
0.003724939,204,0.392634116,21503,0.492294489,26961,0.003718019,0.331197001,0.001587317,-0.033781415,8.3796569,26927,0.491673666,Hacienda Heights,8554,0.001588577,87,1.48426402,0.301912931,130.53,275.36,5.6217043636,,0.966782806,1.718623077,1.756907692,1.547638462,1.583946154,12.56817647,54766,1432,0.393273199,21538,10.89642333,11.52750688,4357.513607,53982.93893,101468.8244,144.83,4.9824415597,2.1504102905
0.000873286,10,0.183040782,2096,0.524233691,6003,0.000872905,0.168088058,0,-0.514574725,8.761794777,5627,0.491398131,Hancock Park,573,0,0,-1.629444112,-1.542310196,422.56,475.38,6.1662158551,,0.597754751,0.7128,1.4061,0.3806,1.5878,1.793264253,11451,481,0.723692254,8287,8.569785642,9.304468035,6385.561961,5270,10987,52.82,3.9856451453,-0.40061425
0.005661249,147,0.182238312,4732,0.509011785,13217,0.005645284,0.167409516,0.020771752,-1.289506888,9.508140006,12467,0.48012786,Harbor City,4970,0.020988986,545,6.736310534,-0.230892588,196.08,354.32,5.8730187919,,0.275406556,2.448414286,1.992585714,1.408757143,2.802385714,1.927845895,25966,2205,0.40433644,10499,10.0118037,10.70081455,13468.91889,22288,44392,158.24,5.0704124981,6.716828967
0.00316529,123,0.154893332,6019,0.509894748,19814,0.003160291,0.144007986,0.002493094,-0.643673989,9.131927437,18943,0.487480378,Harbor Gateway,12639,0.002496204,97,6.93146967,6.370332613,199.54,350.92,5.863403877,,0.525358712,2.9144625,2.176875,1.66645,2.953575,4.202869693,38859,1872,0.300136391,11663,11.23278819,11.89469879,9245.825552,75568,146488,151.38,5.026377401,7.0956540821
0.013786177,302,0.202364649,4433,0.508171277,11132,0.013692012,0.184290159,0.00505431,-1.928011183,10.13076757,10985,0.501460787,Harvard Heights,10276,0.005067105,111,8.484737805,6.771711695,487.94,765.18,6.6414171291,,0.145437159,3.149633333,2.034983333,1.853316667,3.4858,0.872622953,21906,461,0.207020908,4535,9.647691669,10.41304237,25103.62571,15486,33291,277.24,5.6284840506,8.8972142096
0.000309215,1,0,0,0.497526283,1609,0.000309167,0,0,-1.603217574,9.684692614,1421,0.439393939,Harvard Park,883,0,0,9.805363021,11.4665502,490.31,854.09,6.7512067266,,0.201247945,2.5415,2.1042,1.7892,3.1361,0.201247945,3234,27,0.326839827,1057,10.89642333,11.52750688,16069.72931,53982.93893,101468.8244,363.78,5.8992944321,8.8578026959
0.005448567,58,0.085674025,912,0.490746829,5224,0.005433777,0.082201015,0.001970814,-1.257071454,9.836769851,5137,0.482573978,Hawaiian Gardens,4344,0.001972757,21,8.646861395,9.322702099,109.02,504.22,6.224993978,10,0.284485938,3.0161,2.4436,1.698,2.6405,0.568971876,10645,150,0.430906529,4587,10.89642333,11.52750688,18709.18485,53982.93893,101468.8244,395.2,5.9819191343,8.8593674863
0.008160857,733,0.071410281,6414,0.508055089,45633,0.008127737,0.0689758,0.005307703,-1.080103734,9.59528379,43619,0.485632216,Hawthorne,22860,0.005321814,478,7.031747133,7.582266651,453.07,736.84,6.6037269989,,0.3395603,2.508672222,2.010694444,1.498055556,2.649916667,6.112085394,89819,8318,0.331934223,29814,10.67278526,11.19762551,14695.3117,43165,72957,283.77,5.6516818369,7.2017695427
0.00870229,171,0.047175573,927,0.49562341,9739,0.008664643,0.046096609,0,-1.25471638,9.531111085,9987,0.508244275,Hermosa Beach,199,0,0,-1.367824005,-0.009376503,127.1,147.43,5.0001134666,,0.285156713,0.50516,1.06318,0.16158,1.39146,1.425783564,19650,831,0.882239186,17336,10.89642333,11.52750688,13781.89544,53982.93893,101468.8244,20.33,3.0601145325,-2.090190273
0,0,0.117636494,655,0.515086207,2868,0,0.111216182,0,1.389329176,7.235462026,2881,0.517420977,Hidden Hills,26,0,0,-4.848650761,-3.458410368,52.91,158.73,5.0734848898,,4.012157697,0.6045,1.7304,0.2327,0.8001,4.012157697,5568,185,0.876975575,4883,10.89642333,11.52750688,1387.781942,53982.93893,101468.8244,105.82,4.6711451749,-2.343813129
0.017697478,861,0.103800539,5050,0.513432406,24979,0.017542701,0.09875926,0.002545523,-1.555182055,9.708552369,23733,0.487821422,Highland Park,17417,0.002548766,124,8.723751214,7.085467285,247.98,438.1,6.0847271776,,0.211150938,2.593771429,2.107228571,1.495957143,2.617914286,2.95611313,48651,1517,0.468089042,22773,10.89642333,11.52750688,16457.75986,53982.93893,101468.8244,190.12,5.252901503,7.8953839269
0.005179841,392,0.073548455,5566,0.472779407,35779,0.005166472,0.070969475,0.000752907,-1.7690543,9.912254623,41703,0.551058432,Hollywood,20793,0.000753191,57,3.203940007,4.984368195,322.33,411.7,6.0227209368,,0.170494149,2.260190909,1.05785,1.06115,2.998736364,3.750871276,75678,3249,0.559383176,42333,11.26366892,11.84787511,20176.11228,77938,139787,89.37,4.5039123539,3.5767588046
0.004168506,85,0.064194988,1309,0.456573979,9310,0.004159842,0.062218634,0.001861833,-0.271146818,8.402236255,11226,0.550537002,Hollywood Hills,752,0.001863567,38,-3.15291666,-2.165598199,248.01,288.78,5.6691220144,,0.762504539,1.376133333,0.858533333,0.251266667,1.942166667,4.575027232,20391,1367,0.799960767,16312,9.86723842,10.47149659,4457.022651,19288,35295,40.77,3.7321783785,-0.788916697
0.002901811,178,0.006455715,396,0.511370861,31368,0.002897609,0.006434966,0.003141407,-1.82908195,9.908846713,30262,0.493340506,Huntington Park,19483,0.003146346,193,12.0374062,10.48439963,364.8,897.72,6.8009715288,10,0.160560903,3.425494737,2.110726316,1.924489474,2.6354,3.050657153,61341,591,0.658874162,40416,10.47956707,11.00980343,20107.47092,35581,60464,532.92,6.280246015,11.3757816
0.004434899,159,0.012663171,454,0.530598014,19023,0.004425094,0.012583664,0.001115076,-1.245363766,9.429933307,16344,0.455874149,Hyde Park,6500,0.001115698,40,11.45355678,12.50602222,332.85,550.09,6.3118981352,,0.287836184,2.91072,2.44288,1.46882,2.76696,2.878361837,35852,832,0.205455763,7366,9.713536969,10.25913197,12455.69599,16540,28542,217.24,5.3855953747,10.722961366
0.005167768,140,0.293972168,7964,0.513307002,13906,0.005154461,0.257716687,0.000332159,0.744535327,7.516511373,13479,0.49754531,Industry,7005,0.000332214,9,1.510986003,0.282666736,2517.16,2517.16,7.8312837551,0,2.105462855,2.117485714,1.854314286,1.647342857,2.169428571,14.73823998,27091,818,0.398324167,10791,10.49180186,11.16052708,1838.143498,36019,70300,0,0,1.0102222141
0.006134691,676,0.01339468,1476,0.530959317,58508,0.00611595,0.013305764,0.003189304,-1.103199845,9.417351631,52177,0.473505577,Inglewood,27121,0.003194395,352,8.832367172,9.918101347,380.34,540.58,6.2944907933,,0.33180765,2.621755556,2.327988889,1.504314815,2.373792593,8.958806561,110193,4051,0.273148022,30099,11.02622319,11.67557989,12299.9642,61465,117663,160.24,5.0828939382,7.9098486392
0.001706485,8,0.002986348,14,0.145051195,680,0.001705031,0.002981898,0,0.62274526,7.830016071,639,0.136305461,Irwindale,518,0,0,-1.83966341,-0.628410412,205.62,274.16,5.6173527467,,1.864038294,0.5423,1.672,0.2789,0.4394,1.864038294,4688,25,0.158916382,745,6.398594935,6.995766156,2514.969792,601,1092,68.54,4.2419021266,0.5053659653
0.012303894,309,0.031376921,788,0.51672374,12977,0.012228816,0.030894726,0.00222735,-1.479519801,9.818941068,11468,0.456637732,Jefferson Park,8424,0.002229832,56,9.906216335,10.08158906,322.06,520.25,6.2562297731,,0.227747026,2.889216667,2.156333333,1.644433333,3.057966667,1.366482159,25114,870,0.199410687,5008,10.89642333,11.52750688,18378.57877,53982.93893,101468.8244,198.19,5.2942591431,8.9048628524
0.00713179,672,0.384150871,36197,0.505030459,47587,0.007106479,0.325086862,0.002956591,-2.552092563,10.63824817,48074,0.510198884,Koreatown,26061,0.002960966,279,7.451446134,4.698347434,379.16,553.27,6.3176519326,,0.077918446,2.603706897,1.345631034,1.771637931,3.341193103,2.259634929,94226,2473,0.264693397,24941,10.64751794,11.30032613,41699.65634,42088,80848,174.11,5.1654143479,6.4954743115
0,0,0.28319618,5575,0.51087067,10057,0,0.249353981,0,0.744525836,7.756842805,9719,0.493701107,La Canada Flintridge,285,0,0,-4.340990108,-3.055778285,217.46,246.46,5.5112489528,,2.105442874,0.3571,1.755875,0.57885,0.655775,8.421771497,19686,965,0.654373667,12882,9.935761113,10.64079515,2337.512958,20656,41806,29,3.4011973817,-3.051154442
0.001238359,25,0.280810382,5669,0.537844264,10858,0.001237593,0.247492989,0.00074274,-0.096467707,8.623016994,9667,0.478848821,La Crescenta-Montrose,654,0.000743016,15,2.284711432,1.282798402,106.06,161.61,5.0913546958,,0.90803922,1.13365,1.91005,0.7891,1.1253,3.632156881,20188,874,0.651575193,13154,9.393744676,9.862561386,5558.129966,12013,19198,55.55,4.0351252026,2.2108487622
0.001259219,14,0.137614679,1530,0.464382083,5163,0.001258427,0.128933683,0.005203206,1.196792901,7.426380614,4706,0.423277568,La Habra Heights,973,0.005216766,58,-3.733134769,-4.146845003,128.32,164.99,5.1119275456,,3.309486034,0.59475,1.842,0.6736,1.37545,6.618972068,11118,460,0.613149847,6817,9.758519582,10.46327475,1679.717014,17301,35006,36.67,3.6288640217,-2.019699057
0.003164945,155,0.198390983,9716,0.510086985,24981,0.003159947,0.18097981,0.001550641,-0.247759917,8.744219648,24149,0.493098379,La Mirada,7679,0.001551844,76,1.0604141,0.783892616,163.31,370.98,5.9188400894,,0.780547317,1.66915,1.65514,0.99057,2.25409,7.805473166,48974,2664,0.567688978,27802,9.30692247,9.9295938,6274.315337,11014,20529,207.67,5.3407540567,2.9082008635
0.006793307,270,0.121424079,4826,0.546508995,21721,0.006770336,0.114599377,0.002186563,-0.986151332,9.496949115,20785,0.522958863,La Puente,18862,0.002188955,87,6.879948392,7.460857523,142.52,336.63,5.8219506213,,0.373009522,3.0108125,2.160525,1.771575,2.56775,2.984076179,39745,1118,0.422518556,16793,9.321792297,9.979614913,13319.02995,11179,21582,194.11,5.2735635021,7.5813100557
0.006882829,211,0.084094468,2578,0.566251305,17359,0.00685925,0.080745047,0.003841776,0.145906325,8.238767207,16853,0.549745564,La Verne,2489,0.003849165,118,1.985048403,1.330152396,213.16,335.24,5.8178251907,0,1.157087793,1.468428571,2.202114286,0.586385714,2.033342857,8.09961455,30656,1712,0.835431889,25611,11.40551841,12.04128644,3784.871467,89816,169615,122.08,4.8128345505,3.0366332165
0.001876087,41,0.101308685,2214,0.55047131,12030,0.001874329,0.096499186,0,0.282502667,8.323342222,10378,0.474878741,Ladera Heights,820,0,0,0.951796473,3.30045948,240.42,268.7,5.5973102301,,1.326445313,1.13455,1.9066,0.826325,1.901,5.305781251,21854,1061,0.382630182,8362,10.89642333,11.52750688,4118.903318,53982.93893,101468.8244,28.28,3.3769046891,0.7668092792
0.004382428,125,0.105353574,3005,0.486274235,13870,0.004372853,0.10016526,0.001926411,-0.781406287,9.093962196,14404,0.504995968,Lake Balboa,7436,0.001928268,55,4.113447587,5.933214905,326.97,495.19,6.2069589179,,0.457761814,1.900557143,1.965542857,1.091385714,2.064428571,3.204332699,28523,1023,0.542299197,15468,9.946020083,10.47483426,8901.385305,20869,35413,168.22,5.1311996435,5.0308245301
0.003870514,22,0.033427164,190,0.536945813,3052,0.003863043,0.032880623,0,2.042992088,6.602418401,2885,0.507565095,Lake Los Angeles,455,0,0,3.846296133,0.538617917,192.4,230.88,5.4462199965,,7.713654637,3.2264,2.5362,0.9593,1.8138,7.713654637,5684,234,0.802251935,4560,10.89642333,11.52750688,736.8750959,53982.93893,101468.8244,38.48,3.6757942146,5.9165059857
0.004932447,414,0.179224152,15043,0.51508328,43233,0.004920322,0.164856724,0.016249183,-0.617051977,9.064466274,40990,0.488359902,Lakewood,12105,0.016381919,1375,3.273073569,-1.499573607,135.64,243.9,5.500849964,,0.53953265,1.513477778,1.828027778,0.853394444,1.616216667,9.711587697,83934,4833,0.529713823,44461,11.55610947,12.13876763,8642.665094,104413,186982,108.26,4.693730363,2.822239794
0.004150635,137,0.102826673,3394,0.484139728,15980,0.004142045,0.097876586,0.01261438,-1.111619221,9.724334691,17181,0.520525949,Lawndale,7152,0.012694277,419,3.624758686,3.460798669,240.97,374.84,5.9291635209,,0.329025764,2.374233333,1.69755,1.521066667,2.77975,1.974154584,33007,3026,0.480170873,15849,9.455871442,9.982714543,16719.56202,12783,21649,133.87,4.9043113515,4.8870657456
0.000698263,8,0.026533997,304,0.586279131,6717,0.000698019,0.026188076,0.001395552,-0.953294709,9.201038596,5072,0.442698787,Leimert Park,958,0.001396526,16,8.007869407,9.331312814,269.12,400.39,5.9949335232,,0.385468921,2.0154,2.079133333,1.146466667,2.115566667,1.156406764,11457,684,0.140089029,1605,8.960596139,9.599066156,9907.413513,7790,14751,131.27,4.884845288,6.9438243113
0.010859433,233,0.017943699,385,0.51309657,11009,0.010800893,0.017784611,0,-1.416439919,9.780761613,11019,0.51356264,Lennox,10724,0,0,8.629828368,10.59578545,314.97,452.49,6.1169732186,,0.242576072,3.1762,2.00362,1.86918,2.9705,1.212880359,21456,549,0.416247204,8931,10.46224583,11.03526056,17690.12075,34970,62023,137.52,4.9310147195,8.3909842668
0.01931385,76,0.011689962,46,0.505209657,1988,0.019129705,0.011622162,0,-1.411817318,5.103995738,1916,0.486912325,Leona Valley,99,0,0,17.60180049,6.988299288,57.11,171.33,5.1494112433,,0.2437,1.141,1.889,0.2428,0.2437,23.89502845,3935,89,0.858958069,3380,10.93203497,11.47834437,164.678607,55940,96601,114.22,4.7468433443,12.862185217
0.006277161,156,0.264686947,6578,0.495251891,12308,0.006257542,0.234824619,0.001085842,-1.16018248,9.489116524,12655,0.50921455,Lincoln Heights,8889,0.001086432,27,6.904054724,5.513084585,490.84,858.97,6.7568975049,,0.313428981,3.296966667,2.423433333,1.8473,3.157983333,1.880573883,24852,480,0.351762434,8742,10.0637339,10.95073637,13215.11493,23476,56996,368.13,5.9111488855,8.4616721875
0.001967461,26,0.150132425,1984,0.505788876,6684,0.001965528,0.139877088,0.002645004,-0.856071129,9.246566668,6174,0.467196368,Lomita,1482,0.002648505,35,3.902711771,2.288360303,202.61,250.86,5.5288733776,,0.424827902,1.592066667,1.833566667,0.780866667,2.804733333,1.274483705,13215,1183,0.592130155,7825,10.89642333,11.52750688,10368.90464,53982.93893,101468.8244,48.25,3.8969093676,3.4861140081
0.000764634,27,0.129534706,4574,0.513579338,18135,0.000764342,0.121805783,0.001188724,-1.335686376,9.322729537,18305,0.518393702,Los Feliz,2897,0.001189431,42,1.326367706,0.255726919,194.37,249.91,5.5250943091,,0.262977612,1.34055,1.171866667,0.596616667,2.044266667,3.15573134,35311,1607,0.747727337,26403,10.89536802,11.63269763,11189.48231,53926,112724,55.54,4.0349483523,1.0119121181
0,0,0.041050449,297,0.489288182,3540,0,0.040230251,0,1.832360506,7.054325133,3655,0.505183138,Malibu,93,0,0,-6.76308216,-3.102207701,246.89,293.19,5.6842258171,,6.248619169,0.4054,1.9748,0.0963,2.6527,6.248619169,7235,473,0.864547339,6255,10.33922318,10.98566553,1157.855809,30922,59022,46.3,3.8565102955,-2.708351236
0.006153145,54,0.007064722,62,0.572698268,5026,0.006134292,0.007039884,0.003526137,-0.97005853,9.356687353,3540,0.403372835,Manchester Square,619,0.003532361,31,12.24265471,10.703569,199.16,304.59,5.7222443342,,0.379060851,2.61685,2.62415,1.4003,2.2922,0.758121701,8776,365,0.131836828,1157,10.89642333,11.52750688,11575.97783,53982.93893,101468.8244,105.43,4.6674874921,9.5718955985
0.006915357,246,0.095999775,3415,0.511933208,18211,0.006891556,0.091666983,0.000196759,-0.70896353,9.108864191,17362,0.488066792,Manhattan Beach,650,0.000196778,7,0.16600225,1.24163469,197.23,222.23,5.4082026301,,0.492154036,0.5400125,1.67725,0.1703875,1.0277875,3.937232286,35573,2246,0.805779664,28664,10.25646567,10.84521209,9035.026998,28466,51288,25,3.258096538,-0.329567541
0.029316657,1097,0.131002966,4902,0.493465886,18465,0.028895142,0.12310482,0.001575497,-1.252809872,9.480158654,19084,0.510008285,Mar Vista,4208,0.001576739,59,1.9354103,1.004060767,150.69,195.43,5.2803061337,,0.285700885,1.59592,1.36199,0.8887,2.29728,2.857008853,37419,2248,0.630695636,23600,9.331849789,9.939481913,13097.26428,11292,20733,44.74,3.8229731886,2.2645250159
0,0,0.081465561,796,0.465459011,4548,0,0.078317122,0,-0.153543528,9.340717622,5234,0.535666769,Marina del Rey,410,0,0,-7.006606759,-2.562319041,138.14,159.39,5.0776083493,,0.857663431,0.928,0.8222,0.4017,1.3922,0.857663431,9771,245,0.788455634,7704,10.89642333,11.52750688,11392.58087,53982.93893,101468.8244,21.25,3.1023420086,-5.180726356
0.001416019,39,0.000980321,27,0.500835088,13794,0.001415017,0.000979841,0,-1.734966624,10.01252387,13878,0.503884976,Maywood,4646,0,0,9.75241756,9.860644097,356.52,1087.38,6.9924456311,10,0.176406088,3.369757143,2.046442857,1.919528571,2.491485714,1.234842615,27542,241,0.821145886,22616,9.214531577,9.779283949,22304.05694,10042,17664,730.86,6.5955892388,10.441737734
0.010918838,554,0.059068154,2997,0.534451496,27117,0.010859658,0.057389421,0.000886516,-1.36835079,9.563723876,25291,0.498462691,Mid-City,10628,0.000886909,45,5.207517302,5.554782431,286.09,771.79,6.6500073429,,0.254526381,2.208535714,1.497314286,1.306857143,2.788421429,3.563369336,50738,1929,0.444676574,22562,9.917587677,10.57275179,14238.77101,20284,39056,485.7,6.1876479168,5.8569635691
0.007812907,150,0.100890671,1937,0.486275327,9336,0.007782544,0.096119553,0,-0.434633736,8.687809298,9427,0.491015157,Mission Hills,5120,0,0,4.870811492,5.977136734,410.38,679.82,6.523297954,,0.64750178,2.2287,2.13132,1.3617,2.41716,3.237508898,19199,566,0.554508047,10646,9.60008252,10.17313294,5930.176752,14766,26190,269.44,5.6000502622,6.3876511897
0.003203709,123,0.151824551,5829,0.551090042,21158,0.003198588,0.141347251,0.001899583,0.769227935,7.706960954,20407,0.531529185,Monrovia,3172,0.001901388,73,-1.65052472,-1.867628913,631.35,958.63,6.8665477935,,2.158099417,1.5743625,1.7783875,0.8805125,2.027325,17.26479533,38393,2307,0.706821556,27137,9.331849789,10.06513861,2223.773828,11292,23509,327.28,5.7938669028,1.7952885616
0.01098919,674,0.110902777,6802,0.511258213,31357,0.010929248,0.105172997,0.000635671,-0.592007968,8.977023952,29923,0.487877652,Montebello,11649,0.000635873,39,7.105618409,6.035944325,340.19,658.64,6.4916942317,,0.55321533,2.539492857,2.379035714,1.653257143,2.454714286,7.745014614,61333,1498,0.649389399,39829,11.47533782,12.09717811,7919.029602,96311,179365,318.45,5.766600767,7.2985462588
0.006571561,439,0.633639208,42329,0.52994626,35402,0.006550062,0.490810169,0.004272107,-0.59611444,8.933028987,32494,0.486415281,Monterey Park,10566,0.004281245,286,4.874498553,-0.043322276,178.28,269.83,5.6014913178,,0.550948225,2.1485875,1.90454375,1.77966875,2.2747875,8.815171595,66803,1711,0.181952906,12155,10.58832531,11.22441638,7578.184869,39669,74938,91.55,4.527749039,4.4400487668
0.001328111,79,0.125750214,7480,0.485903535,28903,0.00132723,0.11844967,0.001159323,-1.050599827,9.404988334,28483,0.478842695,North Hills,19926,0.001159995,69,6.982390824,7.045353427,440.11,787.66,6.6703353027,,0.34972791,2.659957143,2.070914286,1.477964286,2.688457143,4.896190737,59483,1670,0.44254661,26324,10.41834504,11.02750765,12148.83226,33468,61544,347.55,5.8537816919,7.6489154112
0.003629716,276,0.078249319,5950,0.506148161,38487,0.003623144,0.075338725,0.002049477,-1.362430865,9.510390058,40295,0.529925433,North Hollywood,17163,0.002051579,156,5.198353644,4.799797959,330.87,484.74,6.1856735013,,0.256037627,2.485404545,1.419209091,1.291813636,2.692186364,5.632827792,76039,2522,0.628900959,47821,10.99097148,11.58379391,13499.25878,59336,107344,153.87,5.0425860553,5.3575790861
0.003099174,9,0.170454545,495,0.55268595,1605,0.003094381,0.157392173,0,1.231339088,6.742505288,1663,0.572658402,North Whittier,450,0,0,-4.982166531,-3.37287577,83.73,143.54,4.9735562859,,3.425813934,0.932,1.3205,0.9818,0.7623,3.425813934,2904,181,0.725895317,2108,10.31556409,11.05953507,847.6817644,30199,63547,59.81,4.1077542491,-2.840731428
0.002456547,159,0.15989185,10349,0.48825029,31602,0.002453535,0.148326768,0.002992813,-0.475537846,8.914383322,31782,0.491031286,Northridge,9413,0.002997296,194,2.223089353,2.034031834,316.63,507.19,6.2308553934,,0.621550668,1.879007143,1.766635714,1.004985714,2.578035714,8.701709345,64725,2744,0.540687524,34996,9.725914703,10.34926252,7438.193743,16746,31234,190.56,5.2552010755,3.9503075329
0.006628283,708,0.134288255,14344,0.504049057,53840,0.006606413,0.126005366,0.003308661,-0.590029086,9.077840277,53302,0.499012311,Norwalk,25576,0.003314141,354,4.914146619,4.081339665,243.44,446.01,6.1025809657,,0.554311162,2.35305,1.8182,1.513427273,2.601690909,12.19484557,106815,3120,0.547086083,58437,11.43866517,11.97966753,8759.028509,92843,159479,202.57,5.3160099261,5.2643207117
0.001194349,29,0.051892426,1260,0.53910465,13090,0.001193636,0.050590852,0.0000824,1.241021788,6.910517493,11813,0.486512088,Pacific Palisades,80,0.0000824,2,-2.463598836,-1.727837643,187.87,267.72,5.5936699453,,3.459146175,0.535857143,2.0169,0.164785714,1.182357143,24.21402323,24281,1314,0.900786623,21872,7.724004657,8.38526052,1002.766032,2262,4382,79.85,4.392595586,0.3855302435
0.006809922,534,0.030937958,2426,0.483096346,37882,0.006786839,0.030469027,0.000548214,-1.039221629,9.364553165,37689,0.480635083,Pacoima,21963,0.000548364,43,8.888515248,9.12468313,574.18,1017.16,6.9257523557,10,0.353729908,3.072342105,2.289084211,1.848736842,2.501878947,6.720868246,78415,1302,0.586150609,45963,10.95574172,11.54625385,11667.39134,57282,103389,442.98,6.0957795164,9.1718751129
0.007094216,1197,0.042778657,7218,0.500340783,84422,0.00706917,0.041888936,0.001439143,1.411123623,7.128417972,83667,0.495866152,Palmdale,56285,0.001440179,243,3.264299153,3.637915628,793.99,958.18,6.8660787528,,4.100560301,2.739893939,2.326954545,1.283869697,1.847654545,135.3184899,168729,8791,0.430826947,72693,11.24795681,11.83726728,1246.90277,76723,138312,164.19,5.1070963266,5.5536794694
0.004643418,198,0.249102976,10622,0.499120565,21283,0.004632671,0.222425675,0.004282461,-1.713436994,9.976113232,22773,0.53406346,Palms,2301,0.004291644,183,-1.562750946,-2.794713605,355.54,430.75,6.067846717,,0.180245225,1.326281818,0.514654545,0.759690909,2.561218182,1.982697476,42641,2296,0.5849769,24944,9.6152053,10.30995216,21506.55888,14991,30030,75.21,4.3334926877,-0.603288997
0.001626858,22,0.205575686,2780,0.516527398,6985,0.001625536,0.186957201,0.000665312,0.46457367,7.94896126,6597,0.487835539,Palos Verdes Estates,141,0.000665533,9,-1.723090779,-1.077201612,295.81,310.6,5.741720314,,1.59133561,0.424933333,1.920633333,0.4732,1.070066667,4.774006829,13523,704,0.720032537,9737,10.89642333,11.52750688,2832.631055,53982.93893,101468.8244,14.79,2.7593768283,-1.649767459
0.004801854,344,0.161322743,11557,0.523778947,37523,0.004790362,0.149559651,0.000837182,-1.531198716,9.820221856,35967,0.502058934,Panorama City,23308,0.000837533,60,10.4266236,9.005893926,619.27,1071.1,6.9773746209,10,0.216276258,3.173344444,2.343783333,1.742238889,2.78045,3.892972642,71639,1121,0.491575818,35216,10.84003179,11.45059251,18402.13292,51023,93957,451.83,6.1155167791,10.238409004
0.008248353,402,0.026119786,1273,0.499825595,24360,0.008214521,0.02578449,0.007827789,-0.80239792,9.294006601,24385,0.500338552,Paramount,13864,0.007858506,383,6.593908593,5.469293237,324.87,642.59,6.4670618774,,0.4482528,2.89157,2.14244,1.6648,3.13961,4.482528002,48737,1258,0.548474465,26731,10.89642333,11.52750688,10872.65935,53982.93893,101468.8244,317.72,5.7643129744,7.5740171277
0.009262128,598,0.027414658,1770,0.515411065,33277,0.009219498,0.027045606,0.000495509,-0.482307638,8.99277054,31784,0.492286723,Pico Rivera,25224,0.000495632,32,4.75158044,6.362927659,420.01,843.13,6.7383065112,,0.61735711,2.341992308,2.062630769,1.599484615,2.525153846,8.025642427,64564,1403,0.547565207,35353,10.95166583,11.59634707,8044.71425,57049,108700,423.12,6.0500164341,5.7642201296
0.009984247,450,0.110869517,4997,0.481972887,21723,0.009934734,0.105143057,0.000621049,-2.073796163,10.15073313,22346,0.495795523,Pico-Union,25083,0.000621242,28,11.0606116,11.41139277,905.79,1393.34,7.240176464,10,0.125707668,3.384985714,2.134578571,1.9242,3.495214286,1.759907357,45071,842,0.250715538,11300,10.89642333,11.52750688,25609.87078,53982.93893,101468.8244,487.55,6.1914418204,10.946576328
0.003453203,29,0.09573708,804,0.482495832,4052,0.003447254,0.091427269,0,-0.886954093,9.229555775,4320,0.514408192,Playa del Rey,649,0,0,-2.607514604,0.14911184,31.29,93.87,4.5525075334,,0.411908479,0.526,1.07835,0.2423,1.2313,0.823816957,8398,423,0.713503215,5992,10.89642333,11.52750688,10194.01207,53982.93893,101468.8244,62.58,4.1522989555,-2.27683404
0.00173598,23,0.238659521,3162,0.454675825,6024,0.001734475,0.214029763,0.001734475,-0.387339249,9.185869425,5674,0.428258737,Playa Vista,399,0.00173598,23,-4.240718622,-4.312431662,182.7,237.51,5.4744112382,,0.678860753,0.89815,1.1213,0.60215,1.47025,1.357721506,13249,613,0.479960752,6359,8.18729927,8.995784838,9758.260395,3595,8069,54.81,4.0219530648,-2.406013282
